1.890719784823129829e-02,1.672304511108849839e-02,1.942650856540542939e-02,2.243744401324961751e-02,1.639321284499896045e-02,1.639326931766527454e-02,2.263069807264233083e-02,1.983840281036194919e-02,1.558377273351227096e-02,1.906489521060003925e-02,1.560460610632104228e-02,1.559665324776447932e-02,1.803092084152996266e-02,1.061747427494068134e-02,1.126538961025789522e-02,1.526452082872805684e-02,1.371477372911039834e-02,1.827956174085753824e-02,1.407528138459513724e-02,1.234069697822290021e-02,2.224006871890962800e-02,1.642202769612192623e-02,1.743091521596376939e-02,1.229789134359081555e-02,1.532610847468740545e-02,1.758018006770482866e-02,1.323953255071889760e-02,1.849093534353173779e-02,1.513260329354972934e-02,1.619528964480620309e-02,1.512892993200120467e-02,2.356996848283532744e-02,1.715220983266612514e-02,1.356039942523066047e-02,2.002796681232525688e-02,1.299926734779426399e-02,1.791707041947083676e-02,1.045790573995965256e-02,1.263003876549433774e-02,1.787578557683469280e-02,1.973876027626403351e-02,1.778809676412998475e-02,1.680083804879005036e-02,1.616292199716186373e-02,1.211292412028447396e-02,1.472256881482570876e-02,1.561416483974080970e-02,2.083484880859261604e-02,1.838058982400421482e-02,1.113425921480908423e-02,1.831339708920430229e-02,1.587405856454744343e-02,1.487020950666928347e-02,1.930263624773318615e-02,2.074499383089648680e-02,2.040198627465023701e-02,1.431195716240524912e-02,1.613503034812708778e-02,1.833809248082645532e-02,2.055424583205645722e-02
1.508052881270808936e-02,1.605963430937891456e-02,1.298845182291421575e-02,1.268865880285535361e-02,1.938936994055860674e-02,2.120308676653450547e-02,1.643874311024561344e-02,2.002652957842600279e-02,1.788529592001946236e-02,1.452696929095300717e-02,1.788449393074159968e-02,2.180952197815647087e-02,1.655944563827136187e-02,2.189827766099971401e-02,7.940032292298660616e-03,1.942064858968643032e-02,1.696932461462615296e-02,1.568152785119488607e-02,1.698504855921779966e-02,1.004883978497025931e-02,1.594617435450675080e-02,1.787020662550341255e-02,2.160889910980194270e-02,1.495011280237507761e-02,1.398198831712824802e-02,1.500519729794956222e-02,1.973254373604584055e-02,1.777559872306863978e-02,1.491178461491401118e-02,1.839110657023057538e-02,1.700278420084798750e-02,1.991015081936191658e-02,1.433705158377526073e-02,1.558594144697933448e-02,1.537096305375264434e-02,1.179697416495564984e-02,1.766674909315088873e-02,1.754977957379714321e-02,1.669601122999143233e-02,1.589642021623363308e-02,1.195757316283298753e-02,1.527576902692478686e-02,1.553572989042828825e-02,1.400272470556158944e-02,1.614093842159137343e-02,1.802678292398710025e-02,2.297087531269377189e-02,1.726130886380753543e-02,1.753808802261156569e-02,1.643061781050307937e-02,1.027833451472845612e-02,1.659050906778239756e-02,1.687986918646038406e-02,2.489581409125299002e-02,1.603727787933209928e-02,1.768485264733855172e-02,1.656316260785764549e-02,1.278048840725542687e-02,2.049117159549671344e-02,1.918724507242618865e-02
1.895499301855198965e-02,1.338924270234051646e-02,2.095739111316562500e-02,1.177732891273507686e-02,1.828669538987860027e-02,2.353553519196686580e-02,1.312362920119816700e-02,1.451223138643356093e-02,1.669199149758494871e-02,1.471785829596338434e-02,1.129024173595903624e-02,1.659023412063818578e-02,1.288872282143273783e-02,1.791596165551556652e-02,1.335639068461104244e-02,2.143900466349094730e-02,1.380210040899202371e-02,1.531165638739274276e-02,1.902859097932287427e-02,1.233699644921653141e-02,1.711032981190441574e-02,2.064430795196673871e-02,1.110426124260068849e-02,1.697015307304737541e-02,1.721645512494346733e-02,1.892485021171451745e-02,1.231707468652352977e-02,1.204374623525595982e-02,1.807421626789072755e-02,1.733789563219026789e-02,1.718572030552872540e-02,1.749979786190111394e-02,1.413998437439257551e-02,1.712602057939267494e-02,1.732509036309076017e-02,1.402762749267105584e-02,2.247280089555576954e-02,1.791674881945384129e-02,1.246648546934195183e-02,1.851482346172633048e-02,1.317552407516071195e-02,1.894207271947769347e-02,2.015808879517182184e-02,1.367958909610300471e-02,1.951910366416520839e-02,1.771691567569762260e-02,1.905655342527242876e-02,2.257432941694531223e-02,1.556262094411478038e-02,1.389871478789396486e-02,1.345429035823064549e-02,1.369553605679454424e-02,1.611344982766739833e-02,1.748246242111813412e-02,1.727147046968528082e-02,1.907332213211150942e-02,1.640837362519687731e-02,2.112347065188708087e-02,1.549955128675362635e-02,2.526937409306935500e-02
1.854153967585731033e-02,1.365432273009360709e-02,1.294987743398147775e-02,1.806958597532613842e-02,1.574290636190477793e-02,1.883267536449123591e-02,1.803914918853898736e-02,1.623937793655796241e-02,1.368848072558861116e-02,1.148665473183085699e-02,1.500775258480482009e-02,1.930200345843972182e-02,1.718504135670908747e-02,1.237360460278532498e-02,1.705019750681934995e-02,1.774937437475677948e-02,1.356632305827367574e-02,1.698607340661809420e-02,1.667126259768879348e-02,1.271231746081565722e-02,1.765863866020649792e-02,1.832769350742224218e-02,2.004902334305581901e-02,1.995262144004755767e-02,1.193877685636353381e-02,1.338845216694352531e-02,1.817690931571468854e-02,1.817279171574896074e-02,1.817695024760289380e-02,2.917756454954586326e-02,1.836100164630442844e-02,2.022210463553834187e-02,1.962369139579367774e-02,1.862632264446084998e-02,1.544032304109112241e-02,1.898088701178521007e-02,1.393227223656829869e-02,1.569888714118909331e-02,1.487971217019335747e-02,1.674926104910543639e-02,2.410825661122821539e-02,1.032512644896714342e-02,1.874124657743290664e-02,1.116409115314834742e-02,1.492398141863212138e-02,2.006846692114818559e-02,1.669127289245334045e-02,1.292729312332246451e-02,1.412185637057214102e-02,1.871928795196531672e-02,1.407221074506516921e-02,1.719283560991687748e-02,1.662961292834564883e-02,1.433181517804858925e-02,2.354560171904869492e-02,1.856873622724557887e-02,9.804781077469829423e-03,1.709394503969800805e-02,1.429824293073329693e-02,1.928893376899448731e-02
1.407597941171176426e-02,1.634348382862439719e-02,1.841674855262376981e-02,1.962368539792250233e-02,1.271177971890155925e-02,1.560826814989615778e-02,1.513841725110291400e-02,1.454163988178296986e-02,2.263359809445647519e-02,1.808218331082749736e-02,1.250908613086675579e-02,1.979800677545493631e-02,2.382693241339976092e-02,2.018140828049003535e-02,1.164432993087808135e-02,1.510734201331901533e-02,2.096573906299379134e-02,1.435984647199558921e-02,1.821211357869390382e-02,1.931884270677607096e-02,1.362631620035149697e-02,1.652819064549672368e-02,5.883780566198477772e-03,1.330027653866078935e-02,1.588237250980582480e-02,1.255291432126209167e-02,2.218850745549962380e-02,1.194284115088658713e-02,1.525517677766648553e-02,1.716471888344160007e-02,2.154906169836467295e-02,1.192370249777840834e-02,2.061865565892910188e-02,1.676156506794496126e-02,1.344372674885639836e-02,1.827328223591276682e-02,1.739327818050661473e-02,1.471932546853245947e-02,1.696085122073546364e-02,1.543827711651837506e-02,1.710709914381743427e-02,1.894246646180529695e-02,2.203329626744652409e-02,1.258626086771201871e-02,2.386332164292439759e-02,1.019668706974092079e-02,1.621953881251273627e-02,1.869552600368373785e-02,1.766737948839360375e-02,1.464411054873022283e-02,1.603106476686119372e-02,1.507801277402248501e-02,1.475563086927660604e-02,1.956964575832571135e-02,1.792171392915586220e-02,1.440922511853540144e-02,1.973691163316680652e-02,1.775539085124779731e-02,1.944673340526877764e-02,1.883373268130557679e-02
1.379940258099607124e-02,1.468874992321821983e-02,1.901441461133634644e-02,1.856141580360016335e-02,1.647290846575414150e-02,1.693022686042002650e-02,2.076910130589938036e-02,1.458489771993394350e-02,1.835208303974632943e-02,1.587312296880320772e-02,1.582188046289564193e-02,2.017726597129676849e-02,1.927287682755160492e-02,1.923348451649956048e-02,2.086112118151576059e-02,1.661154890796123079e-02,1.879824088019596204e-02,1.551556931547900565e-02,1.761453536942983109e-02,1.611149271712958991e-02,1.686296215392346989e-02,1.851108413921149359e-02,1.383504849503930205e-02,2.346453853059370792e-02,1.321373966190591415e-02,1.252502348107002901e-02,2.037356735471627933e-02,1.916120583327300328e-02,1.860690498392752329e-02,1.862088531436855224e-02,1.650154217901412396e-02,1.357357249956312774e-02,1.679285225128784864e-02,1.430172967704256524e-02,1.976815728751097484e-02,1.605553315579456505e-02,1.381097479091998419e-02,1.547878280204383061e-02,1.790820688934216184e-02,1.467702652390727794e-02,1.382181579912184280e-02,1.734827722088003177e-02,1.735250986947298873e-02,1.486488270925136017e-02,1.498367080795529917e-02,1.730977632453855469e-02,1.175120006659537315e-02,1.188558963463369651e-02,1.416515013015821542e-02,1.583588844935509415e-02,1.757066984097424567e-02,2.142314562725955787e-02,1.937955085996666965e-02,1.601291701081551319e-02,1.647914609945412556e-02,1.322527945843279644e-02,1.648081046855355905e-02,1.558705786933411823e-02,1.760974547663693435e-02,1.380523884249154100e-02
1.793695355513440226e-02,2.123030945203421144e-02,1.589571189592432071e-02,1.755466014455060036e-02,1.849201680633772577e-02,1.494526473256363973e-02,1.697742730451545431e-02,1.629008739560974459e-02,1.656659519072799583e-02,1.373701161711098767e-02,1.632881816723074156e-02,1.786757539897571370e-02,2.096513834961325623e-02,1.936663403070530351e-02,2.324664725809974866e-02,1.375541288875599399e-02,1.908406044989867725e-02,1.684499506914696049e-02,2.336565768265140217e-02,1.362232988607690182e-02,1.352020857916782538e-02,1.430123829503856039e-02,9.346858125263245512e-03,1.454054826297480375e-02,1.378210994488647534e-02,1.673791886418237243e-02,1.735981399123110933e-02,2.234640580401065293e-02,1.933788279889904482e-02,1.437432375256038342e-02,1.332946669548975421e-02,1.784781927601221049e-02,1.195862696590832552e-02,2.220109903967356496e-02,2.008214743468606650e-02,1.472442175626715970e-02,1.068176334672067858e-02,2.064902310021490134e-02,1.587692884747450572e-02,2.027186029806838513e-02,1.106754083209687996e-02,1.430129556518608749e-02,1.626620534556478745e-02,1.640184327446036344e-02,1.478652664883454634e-02,1.827332236230759868e-02,1.277957626638001956e-02,1.578645467191152132e-02,1.664010489241784033e-02,1.792100441491129015e-02,1.856179359798363140e-02,1.259426539516405631e-02,1.126354958626125079e-02,2.040140029222616003e-02,1.732912918721142212e-02,1.381670807151672530e-02,2.129014882728921115e-02,1.662508742325372046e-02,2.008168291444267090e-02,1.646858797618637460e-02
2.356128006798901414e-02,2.254215548223093696e-02,1.585391342413802404e-02,1.992676372505603616e-02,1.883827113676321205e-02,2.125173046442679209e-02,1.346480138541882553e-02,1.897400280470432424e-02,2.021658861413206179e-02,1.081588629790594495e-02,1.273623079125823024e-02,9.879899497651325677e-03,1.578569744270107503e-02,1.907908564681154787e-02,2.169796418685469505e-02,1.693194113214142871e-02,2.211928098748000213e-02,1.207937803021476471e-02,1.100060934758581924e-02,1.649933217960852794e-02,1.796629412300712603e-02,1.657559106605606750e-02,9.785764727992186246e-03,1.638730335090498799e-02,1.233175720543171552e-02,1.891934738896748971e-02,1.790800714511839309e-02,1.354837058081824301e-02,1.496994923305773086e-02,1.315016126998619188e-02,1.647553514334353791e-02,1.987194239913455535e-02,1.339538444059417896e-02,1.836666353749237882e-02,1.491525447526118216e-02,1.403892371393064380e-02,1.632753771693455647e-02,1.323015168322244639e-02,1.483719785945531063e-02,1.268744682269676641e-02,2.324085793729108174e-02,1.680236371929761871e-02,1.434975058638838542e-02,1.739872917892485923e-02,1.630985965323400455e-02,1.594732950627371706e-02,1.873412779713583623e-02,1.921244790116168402e-02,1.491444183322320621e-02,1.476322149053371259e-02,1.576686088422285525e-02,9.003322560087142698e-03,1.162859235883903150e-02,2.124586649585569545e-02,2.217384716268073694e-02,1.585367352804984559e-02,1.860862642591043156e-02,1.772331397943820164e-02,2.695872666592850214e-02,2.042064380704527657e-02
1.715768265078171720e-02,1.424309931473204463e-02,1.195084816168155012e-02,1.832468547596410174e-02,1.494457217437906646e-02,1.259950680398929518e-02,1.533116943277988871e-02,1.379934701407070294e-02,2.354965380199227146e-02,2.071297239133331261e-02,1.758008465836717257e-02,2.281998041237137675e-02,1.788062409852207366e-02,1.457503512896623360e-02,2.297204427695268350e-02,1.950600437188678565e-02,1.395536183631510517e-02,1.693785853763129373e-02,1.452455586862879539e-02,1.273844920847692387e-02,2.086981811205429124e-02,2.433242463467433572e-02,1.268292066419017539e-02,1.959073200245960850e-02,1.531683749916447519e-02,1.589268489645006416e-02,1.552196780689332582e-02,1.456550359050797980e-02,1.777903670028681618e-02,1.468186062140896392e-02,1.856061085568968400e-02,1.743124122172158563e-02,1.676667421571347016e-02,1.441205588650099068e-02,1.557698483696499936e-02,2.026837148959978810e-02,1.937220750380852508e-02,1.416557126976505931e-02,1.795797322197292822e-02,2.025427051317002861e-02,1.172912985317445603e-02,1.952167615915557930e-02,1.527464415440087965e-02,1.961760005607903271e-02,1.492024329033099332e-02,1.125203031311043482e-02,1.187655539299797489e-02,1.777749886938564255e-02,1.852280851364762615e-02,1.442349075657343473e-02,1.985704918201431496e-02,1.175689869437161750e-02,1.737545261776870381e-02,1.334340763607632513e-02,1.531263429482770770e-02,1.777508205998204471e-02,1.457810189328512772e-02,1.625389815368143837e-02,2.115195460322574772e-02,1.557656034309146120e-02
1.945555551856840287e-02,1.290313157657260908e-02,1.843575879676932414e-02,2.147548114589067220e-02,8.429259092807703940e-03,1.401268883574020678e-02,1.859334493968419627e-02,1.599251897113307397e-02,1.790680946338085375e-02,1.465582978297891997e-02,1.695813077694071497e-02,1.615043917444459326e-02,2.056270687738318004e-02,1.751766105401905693e-02,1.779498008700007572e-02,1.529629745665896795e-02,1.504382444161065854e-02,1.522734853865678056e-02,1.798451000033321479e-02,1.526593400457197484e-02,1.763552744605909745e-02,2.358860789957881177e-02,1.957368388025380532e-02,1.558252336074849795e-02,2.067416502247320861e-02,1.530897154984509935e-02,9.874566964524190971e-03,1.330860108995631994e-02,1.043243549188714418e-02,1.549754266534570518e-02,1.673085480124392524e-02,2.225850752589591391e-02,1.775938985015691404e-02,1.593899289137397368e-02,1.943459691618869278e-02,9.297768077447627830e-03,1.745496296806159017e-02,1.923942970495572460e-02,1.174000606670729668e-02,2.048260010717769738e-02,1.779795973590701103e-02,1.528492573200353026e-02,1.877907508064792161e-02,2.423969014078328210e-02,1.727577203853027793e-02,1.749699007926688518e-02,1.513799124633996053e-02,1.383616231460219406e-02,1.943769821854648971e-02,1.381536065321871919e-02,1.690804391313259838e-02,1.507699257069090339e-02,1.826631599781274734e-02,1.778184270416771975e-02,2.012849398586858199e-02,1.496911138422445456e-02,1.576971660583462165e-02,1.340635939636523888e-02,1.518822509872605822e-02,1.792732828830424438e-02
